customer_tweet_id,customer_author_id,customer_created_at,customer_text,support_reply_tweet_id,support_reply_author_id,support_reply_created_at,support_reply_text,document_text
5426,116968,Mon Oct 30 01:54:50 +0000 2017,"@hulu_support the Hulu app logged me out, &amp; when I try to log in, I get ""An error occurred. Please try again later"" &amp; I know the login",5424.0,hulu_support,Tue Oct 31 23:22:07 +0000 2017,"@116968 Sorry for the delayed reply! If you're still running into trouble, let us know the device in use and try: https://t.co/HXpLyTU79x.","Customer: @hulu_support the Hulu app logged me out, &amp; when I try to log in, I get ""An error occurred. Please try again later"" &amp; I know the login
Support: @116968 Sorry for the delayed reply! If you're still running into trouble, let us know the device in use and try: https://t.co/HXpLyTU79x."
5429,116969,Mon Oct 30 01:55:53 +0000 2017,@hulu_support when will we see @174 season 4 on hulu,5428.0,hulu_support,Tue Oct 31 23:20:35 +0000 2017,"@116969 Hi, AJ! We don't have a timeline, but keep the show in WL/My Stuff and stay tuned to: https://t.co/r9MCqHxrfq for updates.","Customer: @hulu_support when will we see @174 season 4 on hulu
Support: @116969 Hi, AJ! We don't have a timeline, but keep the show in WL/My Stuff and stay tuned to: https://t.co/r9MCqHxrfq for updates."
5431,116970,Tue Oct 31 23:26:50 +0000 2017,"@hulu_support Yes dialogue is out of sync. Seinfeld, workaholic, as well as others. Blank pic with sound, pic with no sound. Using Apple TV disappointed 😔",5433.0,hulu_support,Thu Nov 02 15:30:12 +0000 2017,@116970 That's no fun! We are happy to help. What generation of Apple TV do you use? Have you tried any troubleshooting steps?,"Customer: @hulu_support Yes dialogue is out of sync. Seinfeld, workaholic, as well as others. Blank pic with sound, pic with no sound. Using Apple TV disappointed 😔
Support: @116970 That's no fun! We are happy to help. What generation of Apple TV do you use? Have you tried any troubleshooting steps?"
5432,116970,Mon Oct 30 01:50:22 +0000 2017,"@hulu_support Hi, your service is completely #unreliable. the stream freezes and the voices out of sync. #totallydisappointed #pleasefix",5430.0,hulu_support,Tue Oct 31 23:18:29 +0000 2017,@116970 Yikes! Any specific show that's freezing and dialogue is out of sync? What device is in use? Try: https://t.co/HXpLyTU79x.,"Customer: @hulu_support Hi, your service is completely #unreliable. the stream freezes and the voices out of sync. #totallydisappointed #pleasefix
Support: @116970 Yikes! Any specific show that's freezing and dialogue is out of sync? What device is in use? Try: https://t.co/HXpLyTU79x."
5435,116971,Tue Oct 31 23:20:51 +0000 2017,"@GWRHelp hi Phil, it’s an iPhone 6s, black doesn’t have a cover and battery had died.  I was in about the 4th carriage, was one with toilet in",,,,,"Customer: @GWRHelp hi Phil, it’s an iPhone 6s, black doesn’t have a cover and battery had died.  I was in about the 4th carriage, was one with toilet in"
5437,116971,Tue Oct 31 23:22:11 +0000 2017,"@GWRHelp if you find it and power it up, the background image is a woman sitting in a yellow chair",5438.0,GWRHelp,Tue Oct 31 23:30:24 +0000 2017,"@116971 3/3 Please also make a report at https://t.co/h8I7Lay827, in case a passenger has taken it to hand in elsewhere. Phil.","Customer: @GWRHelp if you find it and power it up, the background image is a woman sitting in a yellow chair
Support: @116971 3/3 Please also make a report at https://t.co/h8I7Lay827, in case a passenger has taken it to hand in elsewhere. Phil."
5441,116971,Tue Oct 31 23:31:22 +0000 2017,@GWRHelp thanks for your help Phil.  the carriage was reasonably empty so hopefully will be found by staff,5442.0,GWRHelp,Tue Oct 31 23:32:17 +0000 2017,@116971 Hopefully so - You're most welcome. Phil.,"Customer: @GWRHelp thanks for your help Phil.  the carriage was reasonably empty so hopefully will be found by staff
Support: @116971 Hopefully so - You're most welcome. Phil."
5445,116971,Wed Nov 01 23:57:51 +0000 2017,@GWRHelp Thank you so much for getting back to me - ange,5446.0,GWRHelp,Wed Nov 01 23:58:26 +0000 2017,@116971 No problem Ange. :) Rach,"Customer: @GWRHelp Thank you so much for getting back to me - ange
Support: @116971 No problem Ange. :) Rach"
5447,116971,Fri Nov 03 08:21:25 +0000 2017,@GWRHelp My iPhone has been located in the car park at Oxford train station and in Harrow. Could you please provide phone numbers. https://t.co/YSnelaWzfu,,,,,Customer: @GWRHelp My iPhone has been located in the car park at Oxford train station and in Harrow. Could you please provide phone numbers. https://t.co/YSnelaWzfu
5436,116971,Tue Oct 31 23:16:23 +0000 2017,"@GWRHelp Hello i’ve left my iphone on the train, i was on 22.35 from Ealing Broadway to Langley 22.57.  Can you help?",5434.0,GWRHelp,Tue Oct 31 23:18:52 +0000 2017,"@116971 Hi Ange. Which model iPhone was it, what was the colour and background image? Where on board was it left? Phil.","Customer: @GWRHelp Hello i’ve left my iphone on the train, i was on 22.35 from Ealing Broadway to Langley 22.57.  Can you help?
Support: @116971 Hi Ange. Which model iPhone was it, what was the colour and background image? Where on board was it left? Phil."
5449,116972,Tue Oct 31 23:16:42 +0000 2017,@ChipotleTweets y'all upset my man @116973 He's a big fan of yall but won't go cause of bad/disrespectful service. Please apologize,5448.0,ChipotleTweets,Tue Oct 31 23:29:27 +0000 2017,@116972 I'm so sorry about that. Please tell us more so we can help: https://t.co/Ax7W1Dx3Y9 -Becky,"Customer: @ChipotleTweets y'all upset my man @116973 He's a big fan of yall but won't go cause of bad/disrespectful service. Please apologize
Support: @116972 I'm so sorry about that. Please tell us more so we can help: https://t.co/Ax7W1Dx3Y9 -Becky"
5451,116974,Tue Oct 31 23:15:56 +0000 2017,Got #boorito dinner at @ChipotleTweets with @116975 https://t.co/Pt2J0AM1Nm,5450.0,ChipotleTweets,Tue Oct 31 23:28:55 +0000 2017,@116974 Lookin' good! -Becky,"Customer: Got #boorito dinner at @ChipotleTweets with @116975 https://t.co/Pt2J0AM1Nm
Support: @116974 Lookin' good! -Becky"
5454,116976,Wed Nov 01 00:02:20 +0000 2017,"@ChipotleTweets Branch from Trolls 
And the Boorito was delicious! Thank you!",5456.0,ChipotleTweets,Wed Nov 01 00:17:32 +0000 2017,"@116976 You're very welcome, my friend. -Becky","Customer: @ChipotleTweets Branch from Trolls 
And the Boorito was delicious! Thank you!
Support: @116976 You're very welcome, my friend. -Becky"
5455,116976,Tue Oct 31 23:15:23 +0000 2017,Best Halloween 🎃 treat is always the Boorito from @ChipotleTweets!,5453.0,ChipotleTweets,Tue Oct 31 23:28:55 +0000 2017,@116976 Agreed. What did you wear as your costume? -Becky,"Customer: Best Halloween 🎃 treat is always the Boorito from @ChipotleTweets!
Support: @116976 Agreed. What did you wear as your costume? -Becky"
5459,116977,Tue Oct 31 23:15:23 +0000 2017,Can’t order online because of this stupid dress up for a damn $3 burrito event! @ChipotleTweets blocked online ordering. 🤦🏾‍♀️,5458.0,ChipotleTweets,Tue Oct 31 23:28:26 +0000 2017,"@116977 My apologies for any frustration, but it'll be back on tomorrow. -Becky","Customer: Can’t order online because of this stupid dress up for a damn $3 burrito event! @ChipotleTweets blocked online ordering. 🤦🏾‍♀️
Support: @116977 My apologies for any frustration, but it'll be back on tomorrow. -Becky"
5461,116978,Tue Oct 31 23:14:24 +0000 2017,@ChipotleTweets Queso Yes Or No,5460.0,ChipotleTweets,Tue Oct 31 23:28:00 +0000 2017,@116978 Yes! With chips is my favorite. -Becky,"Customer: @ChipotleTweets Queso Yes Or No
Support: @116978 Yes! With chips is my favorite. -Becky"
5463,116979,Wed Nov 01 00:37:14 +0000 2017,@ChipotleTweets Oohhh...ok,,,,,Customer: @ChipotleTweets Oohhh...ok
5464,116979,Tue Oct 31 23:14:13 +0000 2017,I need @ChipotleTweets in my life 😩😅 https://t.co/w47cHXbRPk,5462.0,ChipotleTweets,Tue Oct 31 23:27:31 +0000 2017,@116979 I'm sorry for any frustration. We turned off online ordering tonight for our Boorito promo. -Becky,"Customer: I need @ChipotleTweets in my life 😩😅 https://t.co/w47cHXbRPk
Support: @116979 I'm sorry for any frustration. We turned off online ordering tonight for our Boorito promo. -Becky"
5466,116980,Tue Oct 31 23:13:52 +0000 2017,Double everything for $3! Shout out the homies at @ChipotleTweets,5465.0,ChipotleTweets,Tue Oct 31 23:27:06 +0000 2017,@116980 We appreciate the shout out! -Becky,"Customer: Double everything for $3! Shout out the homies at @ChipotleTweets
Support: @116980 We appreciate the shout out! -Becky"
5468,116977,Tue Oct 31 23:27:55 +0000 2017,"@ChipotleTweets I’m next to a university, the line is wrapped around the building. Good try!",,,,,"Customer: @ChipotleTweets I’m next to a university, the line is wrapped around the building. Good try!"
5469,116977,Tue Oct 31 23:13:28 +0000 2017,🗣 I JUST WANT CHIPS AND SALSA! I HAVE TO STAND IN LINE FOR CHIPS AND SALSA @ChipotleTweets,5467.0,ChipotleTweets,Tue Oct 31 23:27:00 +0000 2017,@116977 Hopefully we'll zip through the line quickly. -Becky,"Customer: 🗣 I JUST WANT CHIPS AND SALSA! I HAVE TO STAND IN LINE FOR CHIPS AND SALSA @ChipotleTweets
Support: @116977 Hopefully we'll zip through the line quickly. -Becky"
5471,116981,Fri Nov 03 22:50:19 +0000 2017,"@ChipotleTweets agreed - thank you for another amazing dinner, Chipotle",5473.0,ChipotleTweets,Fri Nov 03 23:04:50 +0000 2017,@116981 Thanks for stopping by! -Becky,"Customer: @ChipotleTweets agreed - thank you for another amazing dinner, Chipotle
Support: @116981 Thanks for stopping by! -Becky"
5472,116981,Tue Oct 31 23:13:19 +0000 2017,celebrating Halloween 2017 with @ChipotleTweets https://t.co/seN3hFyTX0,5470.0,ChipotleTweets,Tue Oct 31 23:27:00 +0000 2017,@116981 There's no better way to celebrate. -Becky,"Customer: celebrating Halloween 2017 with @ChipotleTweets https://t.co/seN3hFyTX0
Support: @116981 There's no better way to celebrate. -Becky"
5475,116982,Tue Oct 31 23:39:09 +0000 2017,@ChipotleTweets Thanks Becky! We truly had a blast and I see this becoming our annual tradition.,5476.0,ChipotleTweets,Tue Oct 31 23:54:00 +0000 2017,@116982 I love this tradition! I have confidence the costumes will keep getting better and better. -Becky,"Customer: @ChipotleTweets Thanks Becky! We truly had a blast and I see this becoming our annual tradition.
Support: @116982 I love this tradition! I have confidence the costumes will keep getting better and better. -Becky"
82,116982,Tue Oct 31 23:13:15 +0000 2017,@ChipotleTweets The employees were thrilled to see my little Chipotle Baby! #bestcostumeever https://t.co/xDuiYZvNcn,5474.0,ChipotleTweets,Tue Oct 31 23:26:28 +0000 2017,@116982 Your. Kiddo! She's seriously the sweetest. Thanks so much for sharing. -Becky,"Customer: @ChipotleTweets The employees were thrilled to see my little Chipotle Baby! #bestcostumeever https://t.co/xDuiYZvNcn
Support: @116982 Your. Kiddo! She's seriously the sweetest. Thanks so much for sharing. -Becky"
5478,116981,Fri Nov 03 22:49:22 +0000 2017,@ChipotleTweets it was absolutley delicious,,,,,Customer: @ChipotleTweets it was absolutley delicious
5479,116981,Tue Oct 31 23:12:29 +0000 2017,"HAPPY HALLOWEEN! Thank you for the delicious BOOritos, @ChipotleTweets https://t.co/ahatGE5SvN",5477.0,ChipotleTweets,Tue Oct 31 23:24:00 +0000 2017,@116981 That bowl looks BOOritoful! -Becky,"Customer: HAPPY HALLOWEEN! Thank you for the delicious BOOritos, @ChipotleTweets https://t.co/ahatGE5SvN
Support: @116981 That bowl looks BOOritoful! -Becky"
5481,116983,Tue Oct 31 23:12:26 +0000 2017,Dressed up as #packers quarterbacks for $3 burritos @ChipotleTweets! https://t.co/1NLkpYkEZz,5480.0,ChipotleTweets,Tue Oct 31 23:23:31 +0000 2017,@116983 Go Pack go! Nicely done. -Becky,"Customer: Dressed up as #packers quarterbacks for $3 burritos @ChipotleTweets! https://t.co/1NLkpYkEZz
Support: @116983 Go Pack go! Nicely done. -Becky"
5483,116984,Tue Oct 31 23:23:11 +0000 2017,@ChipotleTweets I can't be lazy and send a friend 😭😭😭😭,5485.0,ChipotleTweets,Tue Oct 31 23:34:39 +0000 2017,@116984 ¯\_(ツ)_/¯ -Becky,"Customer: @ChipotleTweets I can't be lazy and send a friend 😭😭😭😭
Support: @116984 ¯\_(ツ)_/¯ -Becky"
5484,116984,Tue Oct 31 23:11:38 +0000 2017,@ChipotleTweets is the $3 one per person?,5482.0,ChipotleTweets,Tue Oct 31 23:22:36 +0000 2017,@116984 That's correct. -Becky,"Customer: @ChipotleTweets is the $3 one per person?
Support: @116984 That's correct. -Becky"
5487,116985,Tue Oct 31 23:11:33 +0000 2017,#Boorito time!! Thanks @chipotletweets https://t.co/6254T50fAM,5486.0,ChipotleTweets,Tue Oct 31 23:22:32 +0000 2017,"@116985 Yeah, buddy! Thanks for stopping by. -Becky","Customer: #Boorito time!! Thanks @chipotletweets https://t.co/6254T50fAM
Support: @116985 Yeah, buddy! Thanks for stopping by. -Becky"
5489,116986,Tue Oct 31 23:10:37 +0000 2017,"Me: I'm not dressing up for #Halloween. I'm not even getting  out of this bed
Homie: $3 burrito at @ChipotleTweets if u come in costume
Me: https://t.co/4vIM8r13AG",5488.0,ChipotleTweets,Tue Oct 31 23:22:32 +0000 2017,@116986 I like your style. -Becky,"Customer: Me: I'm not dressing up for #Halloween. I'm not even getting  out of this bed
Homie: $3 burrito at @ChipotleTweets if u come in costume
Me: https://t.co/4vIM8r13AG
Support: @116986 I like your style. -Becky"
5491,116987,Tue Oct 31 23:09:14 +0000 2017,I don't need a lot to be happy - a @ChipotleTweets and @116988 Centurion lounge in the same airport pretty much does it. PHL 👍,5490.0,ChipotleTweets,Tue Oct 31 23:21:33 +0000 2017,@116987 I like where your head's at. -Becky,"Customer: I don't need a lot to be happy - a @ChipotleTweets and @116988 Centurion lounge in the same airport pretty much does it. PHL 👍
Support: @116987 I like where your head's at. -Becky"
5493,116989,Tue Oct 31 23:08:51 +0000 2017,You! Shall! Not! Pass!!... me in line while I wait for my boorito at @ChipotleTweets https://t.co/UhnaLks1b2,5492.0,ChipotleTweets,Tue Oct 31 23:21:00 +0000 2017,@116989 Ha! Well played. -Becky,"Customer: You! Shall! Not! Pass!!... me in line while I wait for my boorito at @ChipotleTweets https://t.co/UhnaLks1b2
Support: @116989 Ha! Well played. -Becky"
5495,116990,Wed Nov 01 00:10:20 +0000 2017,"@ChipotleTweets Thanks, Becky. I submitted a request.",5497.0,ChipotleTweets,Wed Nov 01 00:25:00 +0000 2017,"@116990 Thanks so much, and you should hear back from us soon. -Becky","Customer: @ChipotleTweets Thanks, Becky. I submitted a request.
Support: @116990 Thanks so much, and you should hear back from us soon. -Becky"
5496,116990,Tue Oct 31 23:07:40 +0000 2017,@ChipotleTweets I thought it was $3 burritos if we showed up in costume? https://t.co/zZdkrejrCl,5494.0,ChipotleTweets,Tue Oct 31 23:20:29 +0000 2017,@116990 It absolutely should be. Please write to us here: https://t.co/Ax7W1Dx3Y9 -Becky,"Customer: @ChipotleTweets I thought it was $3 burritos if we showed up in costume? https://t.co/zZdkrejrCl
Support: @116990 It absolutely should be. Please write to us here: https://t.co/Ax7W1Dx3Y9 -Becky"
5499,116991,Tue Oct 31 23:06:46 +0000 2017,I went to @ChipotleTweets to get a burrito and they called it a boorito on the receipt &amp; I got such a kick out of it https://t.co/n1hkWGl1fU,5498.0,ChipotleTweets,Tue Oct 31 23:19:53 +0000 2017,@116991 Heck yeah! Thanks for stopping by. -Becky,"Customer: I went to @ChipotleTweets to get a burrito and they called it a boorito on the receipt &amp; I got such a kick out of it https://t.co/n1hkWGl1fU
Support: @116991 Heck yeah! Thanks for stopping by. -Becky"
5501,116992,Tue Oct 31 23:06:21 +0000 2017,. @ChipotleTweets when your employees talk shit right in front of me in Spanish and think I don't understand it? #entiendo,5500.0,ChipotleTweets,Tue Oct 31 23:19:53 +0000 2017,@116992 That's troubling to hear. Please provide more details: https://t.co/Ax7W1Dx3Y9 -Becky,"Customer: . @ChipotleTweets when your employees talk shit right in front of me in Spanish and think I don't understand it? #entiendo
Support: @116992 That's troubling to hear. Please provide more details: https://t.co/Ax7W1Dx3Y9 -Becky"
5503,116993,Tue Oct 31 23:06:13 +0000 2017,"I know it’s Halloween, but Chip messed up so many orders LOL @ChipotleTweets",5502.0,ChipotleTweets,Tue Oct 31 23:19:26 +0000 2017,@116993 That doesn't sound good. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky,"Customer: I know it’s Halloween, but Chip messed up so many orders LOL @ChipotleTweets
Support: @116993 That doesn't sound good. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky"
5505,116994,Tue Oct 31 23:06:07 +0000 2017,So this was supposed to be my “conjuring” face as we picked up our booritos from @ChipotleTweets 🤣👻🌯 https://t.co/tYkCq6Rzoe,5504.0,ChipotleTweets,Tue Oct 31 23:19:00 +0000 2017,@116994 I dig it. We appreciate you stopping by! -Becky,"Customer: So this was supposed to be my “conjuring” face as we picked up our booritos from @ChipotleTweets 🤣👻🌯 https://t.co/tYkCq6Rzoe
Support: @116994 I dig it. We appreciate you stopping by! -Becky"
5507,116995,Wed Nov 01 03:19:47 +0000 2017,"@ChipotleTweets Good call, delicious burrito as always! https://t.co/6bV0HGNGgq",5509.0,ChipotleTweets,Wed Nov 01 03:25:00 +0000 2017,@116995 I'm glad the burrito was delicious. And you're right – there's always next year. 🏈 -Becky,"Customer: @ChipotleTweets Good call, delicious burrito as always! https://t.co/6bV0HGNGgq
Support: @116995 I'm glad the burrito was delicious. And you're right – there's always next year. 🏈 -Becky"
5508,116995,Tue Oct 31 23:06:01 +0000 2017,@ChipotleTweets what do I wear for this #boorito ??? I'm too indecisice!!! #Halloween2017 https://t.co/Ap46AvYRFF,5506.0,ChipotleTweets,Tue Oct 31 23:18:25 +0000 2017,"@116995 Sad Browns fan, for sure. -Becky","Customer: @ChipotleTweets what do I wear for this #boorito ??? I'm too indecisice!!! #Halloween2017 https://t.co/Ap46AvYRFF
Support: @116995 Sad Browns fan, for sure. -Becky"
5511,116996,Tue Oct 31 23:05:52 +0000 2017,@ChipotleTweets Went to get my boorito &amp; was told my costume as my fav tv character wasn't sufficient by a rude employee. Cant believe this!,5510.0,ChipotleTweets,Tue Oct 31 23:17:00 +0000 2017,"@116996 I can't believe that, either. I'm so sorry. Please tell us more so we can help: https://t.co/Ax7W1Dx3Y9 -Becky","Customer: @ChipotleTweets Went to get my boorito &amp; was told my costume as my fav tv character wasn't sufficient by a rude employee. Cant believe this!
Support: @116996 I can't believe that, either. I'm so sorry. Please tell us more so we can help: https://t.co/Ax7W1Dx3Y9 -Becky"
5513,116997,Tue Oct 31 23:05:37 +0000 2017,3 minute D.Va costume for $3 ritos at @ChipotleTweets 🌯🌯🌯🌯 https://t.co/Snb3vnwmMj,5512.0,ChipotleTweets,Tue Oct 31 23:16:37 +0000 2017,"@116997 Well played, my friends. -Becky","Customer: 3 minute D.Va costume for $3 ritos at @ChipotleTweets 🌯🌯🌯🌯 https://t.co/Snb3vnwmMj
Support: @116997 Well played, my friends. -Becky"
5515,116998,Tue Oct 31 23:05:29 +0000 2017,Whoever coded the Chipotle app grinds my gears. I want to order fooood 😩 @ChipotleTweets,5514.0,ChipotleTweets,Tue Oct 31 23:16:00 +0000 2017,@116998 Online ordering is turned off for our Boorito promotion. My apologies for any frustration. -Becky,"Customer: Whoever coded the Chipotle app grinds my gears. I want to order fooood 😩 @ChipotleTweets
Support: @116998 Online ordering is turned off for our Boorito promotion. My apologies for any frustration. -Becky"
5517,116999,Tue Oct 31 23:05:06 +0000 2017,Walked into @ChipotleTweets to see (zero exaggeration) 150 people waiting in line in costume for $3 burritos #nope https://t.co/lvRKFJbv9K,5516.0,ChipotleTweets,Tue Oct 31 23:15:29 +0000 2017,@116999 We should zip through everyone quickly! -Becky,"Customer: Walked into @ChipotleTweets to see (zero exaggeration) 150 people waiting in line in costume for $3 burritos #nope https://t.co/lvRKFJbv9K
Support: @116999 We should zip through everyone quickly! -Becky"
5520,117000,Tue Oct 31 23:02:14 +0000 2017,3$ @ChipotleTweets burritos for anyone in a Halloween costume today 3pm-close ✔️✔️ #whatadeal,5519.0,ChipotleTweets,Tue Oct 31 23:15:00 +0000 2017,@117000 Truth! Thanks so much for the shout out. -Becky,"Customer: 3$ @ChipotleTweets burritos for anyone in a Halloween costume today 3pm-close ✔️✔️ #whatadeal
Support: @117000 Truth! Thanks so much for the shout out. -Becky"
5523,117001,Tue Oct 31 23:12:51 +0000 2017,@sprintcare @115714 thinking about upgrading my wife’s iPhone 6.  What is your best offer?,5522.0,sprintcare,Tue Oct 31 23:16:16 +0000 2017,@117001 Hey! We would need to see what offers are available to you. Send us a DM so we can further assist you. -CD,"Customer: @sprintcare @115714 thinking about upgrading my wife’s iPhone 6.  What is your best offer?
Support: @117001 Hey! We would need to see what offers are available to you. Send us a DM so we can further assist you. -CD"
5525,117002,Tue Oct 31 23:16:33 +0000 2017,@Ask_Spectrum can I drop RT from my cable package,5524.0,Ask_Spectrum,Tue Oct 31 23:20:30 +0000 2017,@117002 Our customer service reps at 800-892-4357​ should be able to assist with that,"Customer: @Ask_Spectrum can I drop RT from my cable package
Support: @117002 Our customer service reps at 800-892-4357​ should be able to assist with that"
5527,117003,Tue Oct 31 23:16:04 +0000 2017,"@Ask_Spectrum Great, Thank you",5526.0,Ask_Spectrum,Tue Oct 31 23:17:12 +0000 2017,@117003 You're welcome. -CS,"Customer: @Ask_Spectrum Great, Thank you
Support: @117003 You're welcome. -CS"
5529,117003,Tue Oct 31 23:12:47 +0000 2017,@Ask_Spectrum i thought i was replying to you directly,5528.0,Ask_Spectrum,Tue Oct 31 23:14:45 +0000 2017,@117003 You can DM us directly but no worries. I am submitting the request. -CS,"Customer: @Ask_Spectrum i thought i was replying to you directly
Support: @117003 You can DM us directly but no worries. I am submitting the request. -CS"
5533,117004,Mon Oct 30 16:15:55 +0000 2017,"@sainsburys Oh bless you, thank you so much! It’s wallington, or purley way.  Or I’ll drive to wherever! They are so worth it!! X",5532.0,sainsburys,Tue Oct 31 23:22:24 +0000 2017,@117004 Thanks Rachel. We'll take a look into this and be back in touch as soon as we have more information! Reid,"Customer: @sainsburys Oh bless you, thank you so much! It’s wallington, or purley way.  Or I’ll drive to wherever! They are so worth it!! X
Support: @117004 Thanks Rachel. We'll take a look into this and be back in touch as soon as we have more information! Reid"
5536,117004,Mon Oct 30 14:59:28 +0000 2017,"This being #UKSausageWeek, it’s reminded me to ask @sainsburys - will you be doing the Taste the Diff chipolatas w. cranberries this year?🙏",5535.0,sainsburys,Mon Oct 30 15:04:30 +0000 2017,"@117004 Hi Rachel, what's your local store? I'll look into this for you. Steven","Customer: This being #UKSausageWeek, it’s reminded me to ask @sainsburys - will you be doing the Taste the Diff chipolatas w. cranberries this year?🙏
Support: @117004 Hi Rachel, what's your local store? I'll look into this for you. Steven"
5538,117005,Tue Oct 31 23:26:16 +0000 2017,@sainsburys Thanks robbie. Ecclesall rd Sheffield :/,5540.0,sainsburys,Thu Nov 02 08:10:26 +0000 2017,@117005 Thanks Will. Can you DM us your Nectar card number via the link please? We'll pop on a refund and feed this back. Lauren https://t.co/MdMtnTlX6H,"Customer: @sainsburys Thanks robbie. Ecclesall rd Sheffield :/
Support: @117005 Thanks Will. Can you DM us your Nectar card number via the link please? We'll pop on a refund and feed this back. Lauren https://t.co/MdMtnTlX6H"
5539,117005,Tue Oct 31 23:13:32 +0000 2017,Hi @sainsburys just bit into one of your jam doughnuts and it had custard in it ... not happy to say the least,5537.0,sainsburys,Tue Oct 31 23:20:58 +0000 2017,@117005 Oh no! Sorry about this Will. Which store did you buy these from? I'll get this sorted for you. Robbie,"Customer: Hi @sainsburys just bit into one of your jam doughnuts and it had custard in it ... not happy to say the least
Support: @117005 Oh no! Sorry about this Will. Which store did you buy these from? I'll get this sorted for you. Robbie"
5543,117006,Wed Nov 22 10:31:23 +0000 2017,@marksandspencer Fab customer service from @marksandspencer today. Shoes exchanged with no fuss 😁,5542.0,marksandspencer,Wed Nov 22 10:45:33 +0000 2017,@117006 Great! Glad it's sorted for you.....👍🏻,"Customer: @marksandspencer Fab customer service from @marksandspencer today. Shoes exchanged with no fuss 😁
Support: @117006 Great! Glad it's sorted for you.....👍🏻"
5544,117006,Thu Nov 16 08:39:52 +0000 2017,Really disappointed with my @marksandspencer boots - only bought them 2 months ago and already split. I expected better quality from M&amp;S. https://t.co/XPDfiwQB4z,,,,,Customer: Really disappointed with my @marksandspencer boots - only bought them 2 months ago and already split. I expected better quality from M&amp;S. https://t.co/XPDfiwQB4z
5553,117007,Wed Nov 22 10:48:17 +0000 2017,"@marksandspencer Thanks I filled in an online complaint via your website, hoe long does it normally take to reply?",5555.0,marksandspencer,Wed Nov 22 10:51:15 +0000 2017,@117007 Hi - our team aims to reply within 24 hours :) Thanks,"Customer: @marksandspencer Thanks I filled in an online complaint via your website, hoe long does it normally take to reply?
Support: @117007 Hi - our team aims to reply within 24 hours :) Thanks"
5554,117007,Tue Nov 21 18:40:37 +0000 2017,@marksandspencer who can I complain to about poor quality with food packs? Have spoken to store in question but they aren’t helpful at all? Do you have an email or phone number of someone who may be able to help? Thanks,5552.0,marksandspencer,Wed Nov 22 10:41:40 +0000 2017,@117007 Sorry to hear this - you can get in touch with us here &gt; https://t.co/drkesaOOXi or you can DM us some more info so we can help?,"Customer: @marksandspencer who can I complain to about poor quality with food packs? Have spoken to store in question but they aren’t helpful at all? Do you have an email or phone number of someone who may be able to help? Thanks
Support: @117007 Sorry to hear this - you can get in touch with us here &gt; https://t.co/drkesaOOXi or you can DM us some more info so we can help?"
5557,117008,Tue Oct 31 23:58:49 +0000 2017,@VerizonSupport This has happens far to many times when important work is due,,,,,Customer: @VerizonSupport This has happens far to many times when important work is due
5558,117008,Tue Oct 31 23:58:26 +0000 2017,@VerizonSupport After 2 hours of customer service we finally fixed it thankfully our contract is up and we will not be renewed with you guys,5560.0,VerizonSupport,Wed Nov 01 00:01:00 +0000 2017,"@117008 We sincerely would like to keep you as a customer. 
^NHP","Customer: @VerizonSupport After 2 hours of customer service we finally fixed it thankfully our contract is up and we will not be renewed with you guys
Support: @117008 We sincerely would like to keep you as a customer. 
^NHP"
5559,117008,Tue Oct 31 22:51:26 +0000 2017,Trying to do my presentation and my whole entire house has no internet ...wonderful just wonderful @VerizonSupport get it together,5556.0,VerizonSupport,Tue Oct 31 23:15:00 +0000 2017,"@117008 What color are the lights on the router?
^JAY","Customer: Trying to do my presentation and my whole entire house has no internet ...wonderful just wonderful @VerizonSupport get it together
Support: @117008 What color are the lights on the router?
^JAY"
5562,117009,Tue Oct 31 17:31:26 +0000 2017,@AskPlayStation I redeemed a VC code for nba 2k18 that I got from Best Buy. It said it was successful but I didn’t get the VC,5561.0,AskPlayStation,Tue Oct 31 23:29:31 +0000 2017,@117009  No problem. Please follow the steps in the next link for issues downloading additional content: https://t.co/PR9L0S0kEu,"Customer: @AskPlayStation I redeemed a VC code for nba 2k18 that I got from Best Buy. It said it was successful but I didn’t get the VC
Support: @117009  No problem. Please follow the steps in the next link for issues downloading additional content: https://t.co/PR9L0S0kEu"
5564,117010,Tue Oct 31 17:42:47 +0000 2017,@AskPlayStation I sent a question.  Can you guys answer? Thanks,5563.0,AskPlayStation,Tue Oct 31 23:28:57 +0000 2017,@117010 Here to help! Please provide us with more details of this issue in order to assist you better.,"Customer: @AskPlayStation I sent a question.  Can you guys answer? Thanks
Support: @117010 Here to help! Please provide us with more details of this issue in order to assist you better."
5566,117011,Tue Oct 31 23:26:18 +0000 2017,"@AskPlayStation My account has been temporarily suspended, and I was wondering why but I have not been emailed yet???",5565.0,AskPlayStation,Tue Oct 31 23:28:15 +0000 2017,@117011 Sorry to hear that! We have sent you a Direct Message via Twitter with further instructions.,"Customer: @AskPlayStation My account has been temporarily suspended, and I was wondering why but I have not been emailed yet???
Support: @117011 Sorry to hear that! We have sent you a Direct Message via Twitter with further instructions."
